address_norm,address_raw,provider_name,clinic_name,confidence,evidence,provider_row_index,clinic_row_index
9001 CASHEW DR STE 100 EL PASO TX 79907,"9001 Cashew Dr Ste 100, El Paso, TX 79907, United States",Dr. Hector Granados,Health Corner Pediatrics | Cashew Dr,0.93,"Dr. Hector Granados shares the same phone number (915) 642-9444 as Health Corner Pediatrics, indicating affiliation.",757,756.0
925 S WALNUT ST LAS CRUCES NM 88001,"925 S Walnut St, Las Cruces, NM 88001, United States",Health Quest Medical Clinic: Saavedra Ramon A MD,Healthquest Medical Clinic,0.92,Same address group and identical phone number; provider listing is under Health Quest Medical Clinic,1265,1260.0
9398 VISCOUNT BLVD STE 4-C EL PASO TX 79925,"9398 Viscount Blvd Suite 4-C, El Paso, TX 79925, United States",Dr. Benjamin Gonzalez MD,Family Medicine Associates of El Paso,0.94,Provider shares the same phone number and the website domain matches the clinic site,726,331.0
9411 DYER ST STE B EL PASO TX 79924,"9411 Dyer St suite b, El Paso, TX 79924, United States","Caleb Janosz, MD",1st Med,0.93,"Provider and clinic share the same phone number and website domain, indicating affiliation.",520,521.0
9555 DIANA DR EL PASO TX 79924,"9555 Diana Dr, El Paso, TX 79924, United States","Dr. Alex F. Salazar, MD",El Paso Provider Group,0.83,"Provider shares the same phone number as El Paso Provider Group, indicating affiliation",705,695.0
9740 DYER ST EL PASO TX 79924,"9740 Dyer St, El Paso, TX 79924, United States",Dr. Linda K. Velasquez,Northeast Family Clinic and Pediatrics,0.93,Shared address group and identical phone number suggest the provider practices at this clinic.,706,689.0
9839 KENWORTHY ST EL PASO TX 79924,"9839 Kenworthy St, El Paso, TX 79924, United States","Juan Castillo, MD",UMC - Northeast Clinic,0.73,Provider phone (915) 231-2304 aligns with the main clinic line (915) 231-2300; both use UMC facility-finder page for the Northeast Clinic location.,848,135.0
9839 KENWORTHY ST EL PASO TX 79924,"9839 Kenworthy St, El Paso, TX 79924, United States","Alberto Contreras,",UMC - Northeast Clinic,0.7,"Shares the same main phone (915) 231-2300 and the UMC facility-finder URL, matching the general Northeast Clinic listing more than the specific rehabilitation department page.",857,135.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States","Dr. Jennifer C. Molokwu, MD",Texas Tech Physicians of El Paso at Kenworthy,0.55,Shared address group; no specific specialty indicated; defaulting to main Texas Tech Physicians Kenworthy location,698,382.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States",Martin Charmaine MD,Texas Tech Physicians of El Paso at Kenworthy,0.8,Same phone as Texas Tech Physicians/Family Medicine line (915-215-5500) suggesting practice at Kenworthy site,703,382.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States","Dr. Lorenzo B. Aragon, MD",Texas Tech Family And Community Medicine - El Paso Family Medicine Clinics,0.82,Website points to TTUHSC family medicine faculty; best match is Family & Community Medicine clinic listing,825,691.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States",Dr. Jaime I. Jaraba,Texas Tech Physicians of El Paso at Kenworthy,0.75,Same phone (915-215-5500) and TTUHSC/TT Physicians affiliation; linked to Kenworthy Texas Tech Physicians location,832,382.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States","Dr. Navkiran K. Shokar, MD",Texas Tech Family And Community Medicine - El Paso Family Medicine Clinics,0.55,No clear clinic label in record; associated with TTUHSC family/community medicine context at this address,849,691.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States",Katherine Hartl,Texas Tech Physicians of El Paso at Kenworthy,0.6,Same phone (915-215-5500) as Texas Tech Physicians location; linked to main Kenworthy clinic,851,382.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States",Castellon Danelia MD,Texas Tech Family And Community Medicine - El Paso Family Medicine Clinics,0.5,Phone (915-757-3178) not tied to another listed clinic; linked to family/community medicine group at this site,856,691.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States",Texas Tech Family Practice: Lopez Hector M MD,Texas Tech Family And Community Medicine - El Paso Family Medicine Clinics,0.88,"Record explicitly says 'Texas Tech Family Practice', aligning with Family & Community Medicine / family medicine clinic",858,691.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States","Dr. Oscar A. Noriega, MD",Texas Tech Physicians of El Paso at Kenworthy,0.75,Same phone (915-215-5500) and TTUHSC/TT Physicians affiliation; linked to Kenworthy Texas Tech Physicians location,860,382.0
9870 GATEWAY N BLVD A EL PASO TX 79924,"9870 Gateway N Blvd A, El Paso, TX 79924, United States","Jose Zamudio, MD",,0.6,No explicit clinic/facility record provided in this address group; website indicates Providence Medical Partners but clinic entity not listed here,847,
9870 GATEWAY N BLVD A EL PASO TX 79924,"9870 Gateway N Blvd A, El Paso, TX 79924, United States","Pedro Natividad, Jr, NP",,0.6,No explicit clinic/facility record provided in this address group; website indicates WellMed Healthcare but clinic entity not listed here,852,
9963 ALAMEDA AVE A SOCORRO TX 79927,"9963 Alameda Ave A, Socorro, TX 79927, United States","Dr. Adrian O. Ugarte, MD",Medicine Clinic,0.84,"Provider shares the same phone number as Medicine Clinic, suggesting affiliation at this address.",893,885.0
9999 KENWORTHY ST B EL PASO TX 79924,"9999 Kenworthy St B, El Paso, TX 79924, United States",Dr. Jaime Quesada,Northeast Medical Plaza,0.55,Only facility/organization record at this address is 'Northeast Medical Plaza'; provider likely practices at a suite within the plaza,850,824.0
9999 KENWORTHY ST STE 1000 EL PASO TX 79924,"9999 Kenworthy St STE 1000, El Paso, TX 79924, United States","John Perry Thomas, III, MD",WellMed at Kenworthy,0.93,Provider profile is on WellMed site and shares the same phone/address as the WellMed at Kenworthy location,793,690.0
